brand,title,type,price,available,sold,revenue,country,size_ml,price_category
Al Wataniah,Nadine EDP Perfume By Al Wataniah 100 ML:🥇Hot New Super Rich Fragrance🥇,Eau de Parfum,34.95,2,16,559.2,United States,100.0,Midrange
Ralph Lauren,Romance by Ralph Lauren 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,46.94,10,32,1502.08,United States,101.0,Midrange
Jennifer Lopez,LIVE LUXE by JLO Jennifer Lopez 3.3 oz / 3.4 oz Perfume New Unboxed,Eau de Parfum,17.99,38,549,9876.509999999998,United States,98.0,Budget
Calvin Klein,"Eternity Summer Daze by Calvin Klein, 3.3 oz EDP Spray for Women",Eau de Parfum,29.0,5,126,3654.0,United States,98.0,Budget
Juliette Has A Gun,2x Juliette has a gun not a perfume sample vial 1.7Ml/0.057floz each,Eau de Parfum,11.99,2,8,95.92,United States,2.0,Budget
Jo Malone,Jo Malone Tuberose Angelica Cologne Intense Women's Eau de 3.4 fl oz/100ml,Cologne,86.99,3,7,608.93,United States,101.0,Prestige
Yardley London,LILY OF THE VALLEY by Yardley London perfume for women EDT 4.2 oz New in Box,Eau de Toilette,14.45,22,47,679.15,United States,124.0,Budget
Narciso Rodriguez,Narciso Rodriguez for her 3.3 fl. oz. / 100 ml Eau de Parfum Women's Fragrances,Eau de Parfum,50.0,2,4,200.0,United States,98.0,Midrange
Pure Romance,Pure Romance- Dirty French Perfume Infused With Pheromones- new and sealed!,Eau de Parfum,50.0,8,271,13550.0,United States,100.0,Midrange
Jo Malone,Jo Malone Amber & Patchouli Cologne Intense Spray Women's Eau de 3.4 fl oz/100ml,Cologne,86.99,6,4,347.96,United States,101.0,Prestige
Guess,Guess Girl by Guess 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,20.67,10,5628,116330.76000000001,United States,101.0,Budget
Tous,Tous Touch by Tous for Women EDT 3.3 / 3.4 oz Tester with Cap,Eau de Toilette,21.64,31,337,7292.68,United States,101.0,Budget
Unknown,J'adore Eau De Parfum 3.4 oz / 100 ml Spray For Women New In Box,Eau de Parfum,59.99,10,8,479.92,Hong Kong,100.0,Midrange
Coach,Coach Love 3 oz EDP Perfume for Women New In Box,Eau de Parfum,56.97,10,254,14470.38,United States,89.0,Midrange
Donna Karan,Cashmere Mist by Donna Karan 3.4 oz / 100ml Women Eau de Parfum Brand New Sealed,Eau de Parfum,29.89,10,339,10132.710000000001,United States,100.0,Budget
Perfumer'S Workshop,Tea Rose by Perfumer's Workshop 4.0 / 4 oz EDT For Women New In Box,Eau de Toilette,13.76,86,4492,61809.92,United States,118.0,Budget
Unknown,FLOROA Gorgeous Gardenia 3.3 oz / 100ml Eau De Perfume EDP for Women New In Box,Eau de Parfum,49.99,5,69,3449.31,Hong Kong,100.0,Midrange
Burberry,"Burberry Goddess Eau de Parfum EDP Sample Spray .05oz, 1.5ml New in Card",Eau de Parfum,9.89,4,103,1018.6700000000001,United States,5.0,Budget
Lattafa,YARA Rollon Perfume Oil By Lattafa 10 ML:🥇Hot New Oil Top Tier Bestseller🥇,Eau de Parfum,11.99,1,423,5071.77,United States,10.0,Budget
Boucheron,Boucheron by Boucheron 3.3 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,24.74,10,2761,68307.14,United States,101.0,Budget
Unknown,J'adore Eau De Parfum  3.4 oz EDP Spray Gift For Women New Sealed 100 ml,Eau de Parfum,71.41,5,27,1928.07,Hong Kong,100.0,Midrange
Yves Saint Laurent,Yves Saint Laurent Libre YSL Eau de Parfum Spray 3 fl oz for Women New With Box,Eau de Parfum,59.99,4,26,1559.74,Hong Kong,89.0,Midrange
Unknown,For J'adore D'eau 3.4 oz Eau De Parfums EDP Women Spray New In Sealed,Eau de Parfum,80.99,10,4,323.96,Hong Kong,101.0,Prestige
Cacharel,Anais Anais L'Original by Cacharel 3.4 oz EDT Perfume for Women Brand New,Eau de Toilette,24.04,10,221,5312.84,United States,101.0,Budget
Juicy Couture,Couture Couture by Juicy Couture perfume for women EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,28.68,145,2188,62751.84,United States,101.0,Budget
Jo Malone,Jo Malone Wood Sage & Sea Salt 1 fl oz No Box Eau de Cologne Spray Regular Size,Cologne,34.99,3,12,419.88,United States,30.0,Midrange
Versace,Versace Ladies Versace Woman EDP Spray 1.7 oz (Tester) Fragrances 8018365250277,Eau de Parfum,15.99,3,3,47.97,United States,50.0,Budget
Burberry,Her by Burberry Elixir De Parfum 0.33oz/10ml Spray New With Box,Extrait de Parfum,27.99,10,21,587.79,United States,10.0,Budget
Ariana Grande,Ariana Grande Cloud Pink 3.4oz EDP Women's Perfume New Sealed,Eau de Parfum,29.99,6,11,329.89,United States,101.0,Budget
Christian Audigier,ED HARDY Love & Luck by Christian Audigier 3.3 / 3.4 oz EDP For Women New in Box,Eau de Parfum,20.25,120,2996,60669.0,United States,101.0,Budget
Clinique,"Clinique Calyx Exhilerating Fragrance Eau de Parfum Spray 1.7oz 50ml, New In Box",Eau de Parfum,42.0,1,11,462.0,United States,50.0,Midrange
Sean John,Sean John Unforgivable Women's Body Mist 8 oz - Irresistibly Fresh Perfume Spray,Body Mist,6.99,1,6,41.94,United States,237.0,Budget
Jo Malone,Jo Malone Red Roses Cologne Intense Spray Women's Eau de  - 3.4 fl oz/100ml,Cologne,79.99,4,6,479.93999999999994,United States,101.0,Midrange
Bvlgari,Omnia Coral by Bvlgari Omnia Coral 2.2 oz EDT Perfume for Women New In Box,Eau de Toilette,32.88,7,36,1183.68,Hong Kong,65.0,Midrange
Versace,Versace Pour Femme Dylan Blue 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,55.73,10,742,41351.659999999996,United States,101.0,Midrange
Elizabeth Arden,5TH AVENUE NYC by Elizabeth Arden Perfume Women 4.2 oz edp NEW IN BOX,Eau de Parfum,16.82,38,263,4423.66,United States,124.0,Budget
Viktor & Rolf,Viktor & Rolf Flowerbomb Tiger Lily EDP 0.34oz/10ml. New In Box.,Eau de Parfum,26.99,10,65,1754.35,United States,10.0,Budget
Liz Claiborne,CURVE by Liz Claiborne 3.4 / 3.3 oz edt Perfume for women New in Can,Eau de Toilette,18.35,67,1926,35342.100000000006,United States,98.0,Budget
Jo Malone,Jo Malone Perfume Sample Vials 1.5ml - Choose Your Scent Combined Shipping,Cologne,4.95,10,3954,19572.3,United States,5.0,Budget
Taylor Swift,Wonderstruck Enchanted ByTaylor Swift .17oz/5ml Edp Splash Mini  Same As Picture,Eau de Parfum,19.9,1,41,815.9,United States,5.0,Budget
Adam Levine,Adam Levine by Adam Levine 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,9.99,10,44,439.56,United States,101.0,Budget
Dolce & Gabbana,DOLCE & GABBANA Devotion Eau de Parfum Miniature Perfume in Box  .17 oz MINI,Eau de Parfum,19.95,1,5,99.75,United States,5.0,Budget
Hermès,Un Jardin Sur Le Toit by Hermes 3.3 oz EDT Spray for Women Eau de Toilette New,Eau de Toilette,49.99,2,25,1249.75,Hong Kong,98.0,Midrange
Alfred Sung,FOREVER by Alfred Sung for Women Perfume 4.2 oz New in Box,Eau de Parfum,16.93,52,1516,25665.88,United States,124.0,Budget
Versace,Versace Dylan Turquoise Eau de Toilette Travel Spray NIB 0.33 oz / 10 ml,Eau de Toilette,19.99,10,37,739.63,United States,10.0,Budget
Dolce & Gabbana,Dolce & Gabbana Light Blue  3.3 oz / 3.4 oz EDT Spray for Women Brand New Sealed,Eau de Parfum,29.95,9,9,269.55,United States,98.0,Budget
Dolce & Gabbana,Dolce & Gabbana Light Blue Summer Vibes Eau de Toilette Sample Spray 1.5ml New,Eau de Toilette,11.95,10,73,872.3499999999999,United States,5.0,Budget
Zara,2 ZARA Red Temptation Spray  They Maybe Expired Strong Alcohol Smell NO RETURNS!,Eau de Parfum,15.0,5,10,150.0,United States,100.0,Budget
Vera Wang,Flower Princess by Vera Wang for women EDT 3.3 / 3.4 oz New Tester,Eau de Toilette,19.54,19,288,5627.5199999999995,United States,101.0,Budget
Parfums De Marly,PARFUMS de MARLY DELINA for WOMEN 2.5 oz (75ml) EDP Spray NEW in BOX & SEALED,Eau de Parfum,150.0,3,1,150.0,United States,75.0,Prestige
Carolina Herrera,Good Girl by Carolina Herrera 2.7 oz Eau De Parfum Spray Women's New & Sealed,Eau de Parfum,44.49,9,5,222.45000000000002,United States,80.0,Midrange
Unknown,Y*S*L Libre 3 oz / 90 ml EDP Perfume Spray for Women Gift for her New in Box,Eau de Parfum,59.99,5,30,1799.7,Hong Kong,90.0,Midrange
Dolce & Gabbana,Light Blue by Dolce & Gabbana 3.3 oz Women's Eau de Toilette Spray New & Sealed,Eau de Toilette,32.49,10,226,7342.740000000001,United States,98.0,Midrange
Al Rehab,Choco Musk - Al-Rehab Eau De Spray Perfume (50 ml/1.65 fl. oz)-  PACK OF 2,Eau de Parfum,14.9,5,5,74.5,United States,49.0,Budget
Jean Couturier,CORIANDRE by JEAN COUTURIER for Women 30ml-1oz Eau de Toilette Spray (BQ22,Eau de Toilette,21.95,5,0,0.0,United States,30.0,Budget
Victoria's Secret,"Bombshell by Victoria's Secret 3.4 Oz – Eau De Parfum Spray, Fresh & Sealed",Eau de Parfum,33.99,10,80,2719.2000000000003,United States,101.0,Midrange
Estée Lauder,BEAUTIFUL by Estee Lauder 2.5 oz edp Perfume for women New in Box,Eau de Parfum,29.49,10,458,13506.42,United States,74.0,Budget
Chopard,Casmir by Chopard for Women - 3.4 oz EDP Spray,Eau de Parfum,31.23,50,101,3154.23,United States,101.0,Midrange
Versace,Mini Versace Eros Pour Femme 0.17 oz EDT Perfume for Women New In Box,Eau de Toilette,8.98,6,64,574.72,United States,5.0,Budget
Versace,Versace Yellow Diamond Perfume for Women EDT 3.0 oz 90 ml New in Box,Eau de Toilette,37.99,10,147,5584.530000000001,United States,90.0,Midrange
Givenchy,Givenchy Irresistible Rose Velvet 2.7 oz. Eau De Parfum Spray New in Sealed Box,Eau de Parfum,43.99,10,24,1055.76,Taiwan,80.0,Midrange
Change For Women,Chance Eau de Perfume Natural spray for women 3.4 oz/ 100 ml,Eau de Parfum,18.99,1,2,37.98,United States,100.0,Budget
Le Labo,Le Labo Santal 33 Eau de Parfum Sample Spray Vial .05 oz /1.5 ml  New authentic,Eau de Parfum,14.75,10,119,1755.25,United States,5.0,Budget
Juicy Couture,Viva La Juicy Sucre by Juicy Couture 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,59.32,10,119,7059.08,United States,101.0,Midrange
Creed,Creed Queen Of Silk Eau De Parfum EDP 2.5oz / 75ml New 2024,Eau de Parfum,285.0,8,5,1425.0,United States,75.0,Luxury
Unknown,MOTHER'S DAY SALE DG YSL GUESS KENZO  BURBERRY ARMANI LACOSTE CACHERAL MOSCHINO+,Gift Set,13.37,92,7,93.58999999999999,United States,100.0,Budget
Versace,Versace Bright Crystal 3.0 fl oz/90ml Eau de Toilette Spray for Women New In Box,Eau de Toilette,38.49,10,81,3117.69,United States,89.0,Midrange
Calvin Klein,CK Beauty by Calvin Klein 3.3 / 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,25.98,10,5255,136524.9,United States,101.0,Budget
Al-Rehab,Soft - Al-Rehab Eau De Natural Perfume Spray - 35 ml (1.15 fl. oz),Perfume Spray,9.25,10,30,277.5,United States,34.0,Budget
Estée Lauder,Estee Lauder Bronze Goddess Skinscent Perfume Sample Spray 0.05 oz. / 1.5 ml New,Eau de Parfum,11.95,3,7,83.64999999999999,United States,5.0,Budget
Tiziana Terenzi,Atlantide by Tiziana Terenzi 1.5ml Vial Spray New Factory Sealed,Eau de Parfum,13.0,1,5,65.0,United States,5.0,Budget
Juliette Has A Gun,Not a Perfume By Juliette Has A Gun Eau De Parfum Spray 3.3 oz 100ml For Women,Eau de Parfum,42.99,10,32,1375.68,United States,100.0,Midrange
Hermès,Un Jardin Sur La Lagune By Hermes EDT For Women 3.3 oz / 100 ml *NEW IN BOX*,Eau de Toilette,67.99,10,110,7478.9,United States,100.0,Midrange
Prada,PRADA CANDY BY PRADA 2.7 FL OZ EAU DE PARFUM SPRAY NEW & SEALED,Eau de Parfum,44.99,2,114,5128.860000000001,United States,80.0,Midrange
Alfred Sung,TESTER SUNG * Alfred Sung * Perfume for Women * 3.4 oz * BRAND NEW,Eau de Toilette,16.2,10,2472,40046.4,United States,101.0,Budget
Lanvin,Eclat D'Arpege by Lanvin 3.3 / 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,31.41,10,5107,160410.87,United States,101.0,Midrange
Ariana Grande,Ariana Grande Cloud PINK EDP - Dreamy Vanilla Scent 3.4oz Sealed,Eau de Parfum,29.99,6,9,269.90999999999997,United States,101.0,Budget
Cacharel,Noa by Cacharel for Women Eau de Toilette Spray - 1 fl oz - SPRING SALE !,Eau de Toilette,20.0,10,79,1580.0,United States,30.0,Budget
Tory Burch,Tory Burch Signature Eau de Parfum  0.2oz / 6ml  Rollerball  NEW,Eau de Parfum,19.95,4,27,538.65,United States,6.0,Budget
Jo Malone,Jo Malone English Pear & Freesia Cologne EDC Perfume for Women With Sealed Box,Cologne,49.99,7,122,6098.780000000001,Canada,100.0,Midrange
Jo Malone,Jo Malone Peony & Blush Suede Cologne Spray Women's Eau de  - 3.4 fl oz/100ml,Cologne,79.99,9,1,79.99,United States,101.0,Midrange
Yves Saint Laurent,Yves Saint Laurent Black Opium Women's Perfume EDP 3.0 oz 90 ml Sealed New,Eau de Parfum,45.99,1,27,1241.73,United States,90.0,Midrange
Miraclelayer,Miraclelayer CETALOX  EDP 50ml (a real perfume),Eau de Parfum,27.0,10,61,1647.0,United States,50.0,Budget
Ouai,OUAI North Bondi Eau de Parfume .34 oz/ 10ml - Brand New,Eau de Parfum,22.99,7,39,896.6099999999999,United States,10.0,Budget
Fragrance Couture,"""La Vida Bella  For Women Eau De Parfum By Fragrance Couture 3.4",Eau de Parfum,13.99,10,34,475.66,United States,100.0,Budget
Lancôme,La Vie Est Belle IRIS ABSOLU by Lancome 3.4 oz L'Eau de Parfum Spray New In Box,Eau de Parfum,61.99,4,49,3037.51,Hong Kong,101.0,Midrange
Parfums De Marly,PARFUMS de MARLY DELINA for WOMEN 2.5 oz (75ml) EDP Spray NEW,Eau de Parfum,99.99,2,19,1899.81,United States,75.0,Prestige
Valentino,New Valentino Donna Born In Roma Intense 3.4 oz EDP Intense Spray For Women,Eau de Parfum,99.99,1,19,1899.81,United States,101.0,Prestige
Coach,"Coach New York Eau de Parfum, Perfume for Women .15 oz Mini, Splash",Eau de Parfum,13.95,10,24,334.79999999999995,United States,4.0,Budget
Chanel,Chanel Coromandel Les Exclusifs Eau De Parfum Mini Splash Bottle 4ml NIB,Eau de Parfum,31.95,10,196,6262.2,United States,4.0,Midrange
Dolce & Gabbana,"Light Blue by Dolce & Gabbana, 3.3 oz EDT Spray for Women",Eau de Toilette,49.51,10,635,31438.85,United States,98.0,Midrange
One Direction,Our Moment by One Direction 3.4 oz / 100 ml Edp spy perfume for women femme,Eau de Parfum,59.5,10,3,178.5,United States,100.0,Midrange
Parfums De Marly,Valaya Parfums de Marly for women  2.5 oz/75 ml Eau de Parfum New In Box,Eau de Parfum,99.99,2,12,1199.8799999999999,United States,75.0,Prestige
Gucci,Gucci Bamboo 2.5 oz EDP Elegant Perfume for Women Floral Fragrance Sealed,Eau de Parfum,54.99,10,31,1704.69,United States,74.0,Midrange
Mancera,Sicily by Mancera 4 oz EDP Perfume for Men Women Unisex Brand New in Box,Eau de Parfum,69.58,10,104,7236.32,United States,118.0,Midrange
Montale,"Montale Chocolate Greedy by Montale, 3.4 oz EDP Spray for Unisex",Eau de Parfum,59.23,10,51,3020.73,United States,101.0,Midrange
Thierry Mugler,Thierry Mugler Angel Women's EDP 3.4oz Scent Spray New,Eau de Parfum,49.99,5,17,849.83,United States,101.0,Midrange
Tom Ford,TOM FORD SOLEIL BLANC SHIMMERING BODY OIL GOLD - 1.5 OZ - NEW,Body Mist,34.99,9,30,1049.7,United States,44.0,Midrange
Michael Kors,Michael Kors Sexy Blossom for Women EDP Spray 3.4 oz / 100 ml New In Box,Eau de Parfum,35.79,3,110,3936.9,United States,100.0,Midrange
Lattafa,Rave Now Women EDP Perfume By Rave Lattafa 100 ML🥇Gift Rich Amazing Fragrance🥇,Eau de Parfum,30.89,8,8,247.12,United States,100.0,Midrange
Parfums De Marly,Valaya Parfums de Marly for women  2.5 oz/75 ml Eau de Parfum Spray New In Box,Eau de Parfum,99.99,1,10,999.9,United States,75.0,Prestige
Armaf,ARMAF OMBRE OUD INTENSE 3.4 FL. OZ / 100 ML EAU DE PARFUM FOR MEN,Eau de Parfum,99.95,10,79,7896.05,United States,101.0,Prestige
Prince Matchabelli,Wind Song by Prince Matchabelli 4 oz Dusting Powder for Women New In Box,Body Care,14.94,3,1454,21722.76,United States,118.0,Budget
Givenchy,Ysatis By Givenchy Eau de Toilette for Women 3.3 oz / 100 ml *NEW IN SEALED BOX*,Eau de Toilette,49.99,10,43,2149.57,United States,100.0,Midrange
Lattafa,Yara Tous by Lattafa perfume for Women EDP 3.4 oz New In Box,Eau de Parfum,29.06,103,152,4417.12,United States,101.0,Budget
Giardini Di Toscana,Bianco Latte EDP by Giardini Di Toscana  100 Ml Missing Two Sprays,Eau de Parfum,140.0,10,0,0.0,United States,100.0,Prestige
Unknown,"Women Designer Perfume Vials Samples Choose Scents, Combined Shipping & Discount",Eau de Parfum,1.99,10,4912,9774.88,United States,100.0,Budget
Kilian,Good Girl Gone Bad By Kilian 50 ml/ 1.7oz Eau de Parfum Spray NEW SEALED,Eau de Parfum,54.99,4,4,219.96,Hong Kong,50.0,Midrange
Jessica Simpson,Fancy by Jessica Simpson 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,26.14,10,2724,71205.36,United States,101.0,Budget
Carolina Herrera,Carolina Herrera Good Girl EDP Supreme 1.5ml .05fl oz x 4 Perfume Spray Samples,Eau de Parfum,13.75,10,52,715.0,United States,1.0,Budget
Ariana Grande,"NEW Ariana Grande 4 Piece  Body Spray Coffret, 1.7 Ounce. FREE SHIPPING",Gift Set,17.99,5,17,305.83,United States,100.0,Budget
Juicy Couture,Juicy Couture By Juicy Couture Eau De Parfum Spray  Perfume Authentic 1 oz,Eau de Parfum,14.99,10,5,74.95,United States,30.0,Budget
Elizabeth Arden,BLUE GRASS by Elizabeth Arden 3.3 oz edp New in Box Sealed,Eau de Parfum,16.3,159,1053,17163.9,United States,98.0,Budget
Victoria's Secret,Victoria Secret Bombshell Fragrance Mist 250ml-FREE SHIPPING,Eau de Parfum,18.04,10,3,54.12,United States,250.0,Budget
Hermès,Twilly d'Hermes 7.5ml EDP Mini Splash (New with box),Eau de Parfum,13.88,10,68,943.84,United States,5.0,Budget
Love Luxe Beauty,Kuromi  Perfume,Eau de Parfum,15.0,4,1,15.0,United States,100.0,Budget
Ariana Grande,Ariana Grande Cloud Pink Eau de Parfum 3.4 oz 100 ML Brand New & Sealed Box,Eau de Parfum,32.99,9,83,2738.17,United States,100.0,Midrange
Giorgio Armani,My Way by Giorgio Armani 3oz 90ml EDP Perfume for Women New In Box USA,Eau de Parfum,49.99,2,54,2699.46,Canada,90.0,Midrange
Thierry Mugler,THIERRY MUGLER AURA MUGLER EAU DE TOILETTE REFILLABLE SPRAY 30 ML/ 1.0 FL OZ,Eau de Toilette,40.0,5,1,40.0,United States,30.0,Midrange
Tru Fragrance,Tru Fragrance Strawberry Icing Perfume EDP 3.4 oz FREE SHIPPING,Eau de Parfum,29.95,1,1,29.95,United States,101.0,Budget
Dossier,Dossier MUSKY MUSK Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Eau de Parfum,20.0,10,0,0.0,United States,50.0,Budget
Burberry,Burberry Weekend by Burberry 3.3 / 3.4 oz EDP Perfume For Women New In Box,Eau de Parfum,34.09,252,1429,48714.61000000001,United States,101.0,Midrange
Givenchy,Givenchy Irresistible Eau De Parfume 2.7 Oz. 80ML Spray for Women NEW IN BOX,Eau de Parfum,55.63,10,57,3170.9100000000003,Hong Kong,80.0,Midrange
Hugo Boss,Deep Red by Hugo Boss EDP Perfume for Women 3.0 oz Brand New In Box,Eau de Parfum,27.25,10,3555,96873.75,United States,89.0,Budget
Sabrina Carpenter,Sweet Tooth by Sabrina Carpenter Perfume Women 2.5 oz New without Box & Cap,Eau de Parfum,29.99,10,17,509.83,United States,74.0,Budget
Perry Ellis,360 PURPLE Perry Ellis Women 3.4 oz 3.3 edp perfume spray NEW IN BOX,Eau de Parfum,25.47,96,1616,41159.52,United States,101.0,Budget
Nest,Assorted Nest Perfume Oil .10 Fl Oz /3ML Rollerball Each New,Eau de Parfum,9.99,8,139,1388.6100000000001,United States,3.0,Budget
Guess,Guess Seductive Red by Guess for women EDT 2.5 oz new in Box,Eau de Toilette,22.95,20,294,6747.3,United States,74.0,Budget
Evyan,White Shoulders 4.5 oz Perfume for Women Eau de Cologne Spray New In Box,Cologne,18.62,10,2477,46121.740000000005,United States,133.0,Budget
Gucci,Gucci Rush by Gucci EDT Perfume for Women 2.5 oz Brand New Tester,Eau de Toilette,64.94,10,1613,104748.22,United States,74.0,Midrange
Avon,2 PCS.SET Avon sweet honesty cologne PERFUME Spray 1.7 oz/With TRAVEL SPRAY,Cologne,14.89,6,30,446.70000000000005,United States,50.0,Budget
Jo Malone,Jo Malone Lime Basil & Mandarin Cologne Spray Women's Eau de  - 3.4 fl oz/100ml,Cologne,79.99,8,2,159.98,United States,101.0,Midrange
Britney Spears,Hidden Fantasy by Britney Spears 3.3 / 3.4 oz EDP For Women NEW IN BOX,Eau de Parfum,19.24,7,1337,25723.879999999997,United States,101.0,Budget
Elizabeth Taylor,"Elizabeth Taylor Perfume Gift Set, White Diamonds , 2 Pieces",Eau de Parfum,18.87,1,1,18.87,United States,100.0,Budget
Kim Kardashian,Pure Honey by Kim Kardashian perfume for women EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,19.53,47,537,10487.61,United States,101.0,Budget
Prada,PRADA Paradoxe by Prada EDP 3.0oz/90ml Spray Perfume for Women New In Box USA,Eau de Parfum,54.42,1,34,1850.28,Hong Kong,90.0,Midrange
Sarah Jessica Parker,Lovely Jessica Parker 2pc Gift Set 3.4oz Perfume + Body Lotion 6.7oz~damaged box,Eau de Parfum,25.99,13,39,1013.6099999999999,United States,101.0,Budget
Dolce & Gabbana,Dolce & Gabbana Light Blue EDT 3.3 oz 3.4 oz Crisp Refreshing Women's Scent,Eau de Parfum,32.49,6,18,584.82,United States,98.0,Midrange
Lanvin,ARPEGE by Lanvin 3.3 / 3.4 oz EDP For Women New in Box Sealed,Eau de Parfum,24.77,200,1585,39260.45,United States,101.0,Budget
Chanel,Coco Mademoiselle Eau De Parfum Perfume Sample Vial Travel 1.5 Ml/0.05 Oz by Par,Eau de Parfum,18.76,4,229,4296.04,United States,5.0,Budget
Valentino,Valentino Donna Born in Roma Intense EDP Spray For Women 100ml/3.4oz,Eau de Parfum,100.99,1,10,1009.9,United States,100.0,Prestige
Britney Spears,CURIOUS Britney Spears women perfume edp 3.3 oz. 3.4 NEW IN BOX,Eau de Parfum,18.9,245,3860,72954.0,United States,98.0,Budget
Sarah Jessica Parker,LOVELY by Sarah Jessica Parker Perfume for Women 3.4 oz 100 ml EDP Spray NEW,Eau de Parfum,19.95,1,915,18254.25,United States,100.0,Budget
Parfums Grès,CABOTINE ROSE PARFUMS GRES for Women 3.3 edt 3.4 oz  Spray New in Box,Eau de Toilette,14.49,45,506,7331.9400000000005,United States,101.0,Budget
Unknown,Men's cologne Perfume Sampler fragrance designer Travel-Size 10PCS sampler set,Eau de Parfum,9.99,6,4,39.96,United States,100.0,Budget
Clinique,"Happy by Clinique, 3.4 oz Perfume Spray for Women",Eau de Parfum,26.12,10,235,6138.2,United States,101.0,Budget
Elizabeth Arden,PRETTY Elizabeth Arden Women Perfume 3.3 / 3.4 oz EDP New tester,Eau de Parfum,15.27,28,126,1924.02,United States,101.0,Budget
Thierry Mugler,Angel for Women by Thierry Mugler Eau de Parfum Spray 0.23 FL OZ / 7 ML,Eau de Parfum,18.0,10,24,432.0,United States,7.0,Budget
Lanvin,Jeanne Lanvin By Lanvin Paris Eau De Parfum Natural Spray 3.3 fl oz,Eau de Parfum,12.99,10,43,558.57,United States,98.0,Budget
Designer Series,Perfumes for women La Vida Bella  100Ml 3.4fl.oz Long Lasting Natural Spray,Eau de Parfum,13.99,10,10,139.9,United States,101.0,Budget
Michael Kors,Michael Kors sparkling blush Eau De Parfum Spray  - 0.34oz/10mL - NIB,Eau de Parfum,19.88,10,11,218.67999999999998,United States,10.0,Budget
Clinique,Clinique Aromatics Elixir EDP Spray 1.5 Oz Women Sealed,Eau de Parfum,24.02,10,20,480.4,United States,44.0,Budget
Paloma Picasso,Paloma Picasso by Paloma Picasso for women EDT 3.3 / 3.4 oz New in Box,Eau de Toilette,32.91,10,435,14315.849999999999,United States,101.0,Midrange
Lancôme,La Vie Est Belle by Lancome Paris 2.5 fl oz EDP Perfume for Women New In Box,Eau de Parfum,37.99,10,517,19640.83,United States,74.0,Midrange
Versace,VERSACE CRYSTAL NOIR for women EDT 3.0 oz New Tester,Eau de Toilette,40.63,159,847,34413.61,United States,89.0,Midrange
Unknown,Carmina Eau De Parfume EDP 75ml 2.5 oz Perfume Spray For Women Gifts New In Box,Eau de Parfum,128.88,4,24,3093.12,Hong Kong,75.0,Prestige
Aeropostale,"Promise Me by Aeropostale, 3.4 oz EDP Spray for Women",Eau de Parfum,26.4,10,1338,35323.2,United States,101.0,Budget
Lancôme,Lancome Tresor - Romantic 3.4oz Eau de Parfum Spray for Women,Eau de Parfum,43.99,6,15,659.85,United States,101.0,Midrange
Lancôme,Lancôme Tresor 3.4oz Women's EDP Classic Fragrance New Sealed,Eau de Parfum,43.99,6,15,659.85,United States,101.0,Midrange
Phlur,Phlur Missing Person Womens Perfume EDP Spray 0.17 Oz Mini Travel NWOB,Eau de Parfum,15.49,10,22,340.78000000000003,United States,5.0,Budget
Parfums De Marly,Parfums de Marly Delina La Rosee 2.5oz Women's Eau de Parfum New Sealed,Eau de Parfum,100.99,1,39,3938.6099999999997,United States,74.0,Prestige
Moschino,Moschino Fresh Couture by Moschino 3.4 oz EDT Perfume for Women Tester,Eau de Toilette,27.54,6,272,7490.88,United States,101.0,Budget
Davidoff,Cool Water Womens perfume  1.7 oz / 50 ml EDT Spray by Davidoff  * Authentic *,Eau de Toilette,15.99,10,98,1567.02,United States,50.0,Budget
Jennifer Lopez,Glow by J.LO Jennifer Lopez Perfume for Women 3.4 oz New in Box,Eau de Toilette,26.81,10,478,12815.18,United States,101.0,Budget
Versace,Versace VERSENSE EDT for Women 3.3 / 3.4 oz New tester,Eau de Toilette,38.76,10,401,15542.759999999998,United States,101.0,Midrange
Ainash Perfums,Royal Noir Absolu by Ainash 2.5 oz Extrait de Parfum,Extrait de Parfum,58.5,10,3,175.5,United States,74.0,Midrange
Britney Spears,Curious By Britney Spears Mini EDP Splash Perfume 0.16 oz new no box,Eau de Parfum,10.99,8,6,65.94,United States,5.0,Budget
Lancôme,La Vie Est Belle by Lancome 3.4 oz / 100 ml Spray L'Eau De Parfum New & Sealed,Eau de Parfum,42.99,2,146,6276.54,United States,100.0,Midrange
Thierry Mugler,Thierry Mugler Angel 1.7 oz Women's Eau De Parfum | Heavenly Scent Sealed,Eau de Parfum,43.99,10,20,879.8000000000001,United States,50.0,Midrange
Victoria's Secret,VICTORIA'S SECRET SCANDALOUS EAU DE PARFUM SPRAY 1.7 OZ **NEW SEALED BOX**,Eau de Parfum,29.95,10,46,1377.7,United States,50.0,Budget
